10.16,10.412,50.335
10.2,10.287,51.923
10.14,10.412,51.46
10.13,10.287,51.823
10.19,10.162,51.376
10.11,10.225,51.03
10.14,10.225,50.821
10.12,10.162,50.818
10,9.912,51.865
9.94,9.85,52.672
9.96,9.85,52.222
9.95,9.912,52.312
9.92,9.85,51.854
10,10.037,49.762
9.95,9.975,50.917
9.97,9.6,50.919
9.96,9.85,50.644
9.94,9.85,51.887
9.92,9.725,50.974
9.92,9.6,50.943
9.92,9.6,51.126
9.9,9.475,51.153
9.9,9.475,51.153
9.88,9.475,51.272
9.9,9.537,51.214
9.89,9.475,51.668
9.86,9.35,51.785
9.83,9.35,52.295
9.86,9.475,51.815
9.82,9.287,52.263
9.82,9.287,51.537
9.82,9.287,51.991
9.82,9.475,51.355
9.81,9.475,51.475
9.78,9.475,51.653
9.77,9.287,51.773
9.76,9.35,51.68
9.75,9.475,51.406
9.78,9.35,51.289
9.79,9.475,51.866
9.76,9.6,51.801
9.73,9.412,52.07
9.74,9.35,52.162
9.73,9.475,51.737
9.66,9.35,52.663
9.68,9.35,53.267
9.64,9.412,53.321
9.68,9.475,52.545
9.67,9.475,53.325
9.64,9.35,52.961
9.61,9.287,53.317
9.64,9.475,52.57
9.65,9.475,51.907
9.6,9.537,52.474
9.59,9.662,52.442
9.61,9.537,51.902
9.58,9.475,52.591
9.56,9.475,52.468
9.54,9.6,52.254
9.56,9.475,51.925
9.58,9.537,50.958
9.56,9.537,51.319
9.56,9.475,51.653
9.54,9.475,52.345
9.52,9.475,51.98
9.53,9.412,52.162
9.53,9.287,51.921
9.5,9.412,52.43
9.52,9.475,51.95
9.45,9.35,52.633
9.49,9.412,52.127
9.45,9.475,53.324
9.45,9.35,52.332
9.44,9.35,52.301
9.4,9.225,53.556
9.42,9.412,53.14
9.43,9.412,51.967
9.45,9.35,52.423
9.42,9.35,52.749
9.4,9.35,52.626
9.35,9.225,53.788
9.42,9.35,52.177
9.36,9.037,53.041
9.34,9.287,53.038
9.35,9.037,53.249
9.33,9.225,53.456
9.34,9.037,52.738
9.32,9.287,53.275
9.33,9.1,53.127
9.28,8.85,54.374
9.26,8.85,54.163
9.24,8.912,54.249
9.24,8.85,54.07
9.2,8.912,54.956
9.16,8.475,55.364
9.18,8.6,53.942
9.16,8.6,54.623
9.11,8.85,54.379
9.2,8.85,52.838
9.2,8.662,53.796
9.16,8.85,53.432
9.12,8.912,54.231
9.14,8.912,53.817
9.12,8.912,54.35
9.13,8.787,53.607
9.09,8.725,54.346
9.08,8.725,53.779
9.09,8.85,53.691
9.11,8.787,53.694
9.12,8.912,53.336
9.14,8.787,53.01
9.11,8.85,53.305
9.1,8.662,53.513
9.1,8.662,53.244
9.08,8.725,53.809
9.16,8.725,52.412
9.16,8.725,52.592
9.09,8.412,52.973
9.03,8.35,53.861
9,8.35,53.797
9,8.412,53.409
8.96,8.225,53.97
9.02,8.35,52.903
9.05,8.537,52.667
9.12,8.35,52.105
9.05,8.287,52.637
8.99,8.1,53.288
9.02,8.537,52.753
9.02,8.537,52.783
9.04,8.287,52.575
8.99,8.35,53.228
8.99,8.225,52.959
9.04,8.412,52.575
9,8.225,52.9
8.9,8.225,53.604
9,8.35,52.6
8.96,8.162,53.224
8.89,8.225,53.96
8.88,8.162,53.392
8.82,7.975,54.188
8.86,8.037,53.419
8.85,7.975,53.895
8.81,8.037,54.216
8.74,7.725,54.829
8.77,8.037,54.27
8.75,7.912,54.326
8.78,8.1,54.004
8.78,7.975,53.825
8.74,7.85,54.206
8.68,7.85,55.145
8.77,8.037,53.764
8.78,7.975,54.123
8.73,7.85,54.234
8.7,7.787,54.467
8.64,7.912,55.05
8.64,8.1,54.755
8.72,8.1,54.292
8.68,7.6,54.464
8.63,7.162,55.639
8.65,7.6,54.756
