7.650412992472594986e-01 -1.452198204033040119e+00 1.345893882331014868e-01
7.585244646275752789e-01 -1.452198204033040119e+00 2.455752191924640560e-01
7.520076300078922804e-01 -1.452198204033040119e+00 1.345893882331014868e-01
7.520076300078922804e-01 -1.452198204033040119e+00 1.345893882331014868e-01
7.520076300078922804e-01 -1.452198204033040119e+00 1.345893882331014868e-01
7.520076300078922804e-01 -1.452198204033040119e+00 1.345893882331014868e-01
7.520076300078922804e-01 -1.452198204033040119e+00 1.345893882331014868e-01
7.389739607685238409e-01 -1.452198204033040119e+00 1.345893882331014868e-01
7.389739607685238409e-01 -1.444556231066065344e+00 2.455752191924640560e-01
7.357155434586811760e-01 -1.444556231066065344e+00 1.345893882331014868e-01
7.308279174939188438e-01 -1.433082260127179541e+00 7.963177418891705106e-02
7.259402915291554015e-01 -1.421608289188292185e+00 2.467416014473260144e-02
7.129066222897870730e-01 -1.398682370287369636e+00 1.345893882331014868e-01
6.998729530504197438e-01 -1.375778474363294812e+00 1.345893882331014868e-01
6.900977011208928591e-01 -1.368136501396321814e+00 1.345893882331014868e-01
1.660743519572730753e-01 4.106401835422297530e-01 3.938056306758821901e+00
6.705471972618414211e-01 -1.352874578439221542e+00 1.345893882331014868e-01
6.607719453323157577e-01 -1.345232605472246989e+00 2.467416014473260144e-02
6.542551107126315380e-01 -1.345232605472246989e+00 2.467416014473260144e-02
6.412214414732630985e-01 -1.329970682515148495e+00 1.345893882331014868e-01
6.347046068535788788e-01 -1.329970682515148495e+00 2.467416014473260144e-02
6.314461895437374350e-01 -1.314719771046475305e+00 7.963177418891705106e-02
6.281877722338947700e-01 -1.299468859577800561e+00 1.345893882331014868e-01
6.314461895437374350e-01 -1.299468859577800561e+00 1.345893882331014868e-01
6.200417289592897729e-01 -1.295658884582738590e+00 1.345893882331014868e-01
6.086372683748433321e-01 -1.291848909587676619e+00 1.345893882331014868e-01
6.021204337551591124e-01 -1.284228959597552899e+00 1.345893882331014868e-01
-8.901840907894829069e-01 7.472863551762342071e-01 4.734039656295843557e+00
5.923451818256333379e-01 -1.268989059617303461e+00 1.345893882331014868e-01
5.858283472059491181e-01 -1.253749159637054245e+00 1.345893882331014868e-01
5.825699298961064532e-01 -1.253749159637054245e+00 2.467416014473260144e-02
5.760530952764222334e-01 -1.230889309666681086e+00 2.467416014473260144e-02
5.695362606567392350e-01 -1.238509259656806361e+00 1.345893882331014868e-01
5.630194260370550152e-01 -1.223291382653406423e+00 1.345893882331014868e-01
5.597610087272123502e-01 -1.215671432663282481e+00 1.345893882331014868e-01
5.565025914173707955e-01 -1.208073505650007817e+00 2.467416014473260144e-02
5.519408071835910645e-01 -1.201986354848648686e+00 4.665720576240875439e-02
5.473790229498136650e-01 -1.195899204047289777e+00 6.864025138008095217e-02
5.428172387160338230e-01 -1.189812053245929091e+00 9.062329699775313607e-02
5.382554544822553133e-01 -1.183724902444569960e+00 1.126063426154293029e-01
5.336936702484766926e-01 -1.177637751643210828e+00 1.345893882331014868e-01
5.304352529386340276e-01 -1.170028813141510859e+00 7.963177418891705106e-02
5.271768356287924728e-01 -1.162419874639812445e+00 2.467416014473260144e-02
5.239184183189509181e-01 -1.147224020613263118e+00 1.345893882331014868e-01
5.174015836992668094e-01 -1.147224020613263118e+00 1.345893882331014868e-01
5.141431663894240334e-01 -1.139626093599988454e+00 7.963177418891705106e-02
5.108847490795825896e-01 -1.132028166586713791e+00 2.467416014473260144e-02
5.043679144598983699e-01 -1.124430239573440682e+00 1.345893882331014868e-01
5.043679144598983699e-01 -1.124430239573440682e+00 2.467416014473260144e-02
4.978510798402141502e-01 -1.116832312560166018e+00 1.345893882331014868e-01
4.913342452205299304e-01 -1.116832312560166018e+00 2.467416014473260144e-02
4.864466192557676538e-01 -1.109241725805075740e+00 2.467416014473260144e-02
-7.404195099709776073e-01 -5.641160236820880192e-01 3.677415018025533389e+00
4.766713673262407691e-01 -1.094060554497193083e+00 2.467416014473260144e-02
4.717837413614784925e-01 -1.086469967742102583e+00 2.467416014473260144e-02
4.668961153967150501e-01 -1.078879383189310204e+00 2.467416014473260144e-02
4.620084894319516078e-01 -1.071288796434219925e+00 2.467416014473260144e-02
4.571208634671893312e-01 -1.071288796434219925e+00 2.467416014473260144e-02
4.522332375024258888e-01 -1.071288796434219925e+00 2.467416014473260144e-02
4.457164028827416691e-01 -1.056114965384521431e+00 2.467416014473260144e-02
4.457164028827416691e-01 -1.056114965384521431e+00 2.467416014473260144e-02
4.391995682630575049e-01 -1.048539061348097601e+00 2.467416014473260144e-02
4.326827336433744509e-01 -1.040963157311672216e+00 2.467416014473260144e-02
4.326827336433744509e-01 -1.033365230298399107e+00 2.467416014473260144e-02
4.277951076786110085e-01 -1.031471254289292760e+00 2.467416014473260144e-02
4.229074817138475662e-01 -1.029577278280186414e+00 2.467416014473260144e-02
4.180198557490852895e-01 -1.027683302271080068e+00 2.467416014473260144e-02
4.131322297843218472e-01 -1.025789326261973722e+00 2.467416014473260144e-02
4.098738124744803479e-01 -1.018213422225549891e+00 2.467416014473260144e-02
4.066153951646376274e-01 -1.010637518189126061e+00 2.467416014473260144e-02
4.033569778547961282e-01 -1.003061614152700676e+00 2.467416014473260144e-02
4.000985605449534077e-01 -9.954857101162768451e-01 2.467416014473260144e-02
3.968401432351119085e-01 -9.916977580980641527e-01 2.467416014473260144e-02
3.935817259252692435e-01 -9.879098060798530145e-01 2.467416014473260144e-02
3.903233086154276887e-01 -9.841218540616402111e-01 2.467416014473260144e-02
3.870648913055861895e-01 -9.803339020434290729e-01 2.467416014473260144e-02
3.805480566859019698e-01 -9.803339020434290729e-01 2.467416014473260144e-02
3.772896393760593048e-01 -9.712516263904580338e-01 2.467416014473260144e-02
3.740312220662178055e-01 -9.621693507374901033e-01 2.467416014473260144e-02
3.707728047563750851e-01 -9.530870750845205075e-01 2.467416014473260144e-02
3.675143874465335858e-01 -9.440047994315525770e-01 2.467416014473260144e-02
3.642559701366920866e-01 -9.349225237785829812e-01 2.467416014473260144e-02
3.577391355170078668e-01 -9.349225237785829812e-01 2.467416014473260144e-02
3.577391355170078668e-01 -9.349225237785829812e-01 2.467416014473260144e-02
3.544807182071651463e-01 -9.311345717603702887e-01 2.467416014473260144e-02
3.512223008973236471e-01 -9.273466197421591506e-01 2.467416014473260144e-02
3.447054662776394829e-01 -9.197927386825845986e-01 2.467416014473260144e-02
3.414470489677979281e-01 -9.046629535865862159e-01 2.467416014473260144e-02
3.349302143481137639e-01 -9.197927386825845986e-01 -8.434889888447952289e-02
3.333010056931918208e-01 -9.160157981527973226e-01 -2.983736936987346072e-02
3.316717970382710434e-01 -9.122388576230100465e-01 2.467416014473260144e-02
3.284133797284295442e-01 -9.046629535865862159e-01 2.467416014473260144e-02
3.251549624185868237e-01 -8.971090725270115529e-01 2.467416014473260144e-02
3.218965451087453244e-01 -8.857782509376497249e-01 2.467416014473260144e-02
3.186381277989038252e-01 -8.744474293482893401e-01 2.467416014473260144e-02
3.121212931792184397e-01 -8.895551914674370009e-01 2.467416014473260144e-02
3.088628758693769405e-01 -8.845192700269551844e-01 2.467416014473260144e-02
3.056044585595353857e-01 -8.794833507887711566e-01 2.467416014473260144e-02
3.023460412496927208e-01 -8.744474293482893401e-01 2.467416014473260144e-02
2.990876239398512215e-01 -8.744474293482893401e-01 2.467416014473260144e-02
2.958292066300085010e-01 -8.631166077589274011e-01 2.467416014473260144e-02
2.925707893201670018e-01 -8.517857861695671273e-01 2.467416014473260144e-02
2.893123720103255025e-01 -8.593396672291401250e-01 2.467416014473260144e-02
2.795371200807997836e-01 -8.442319051099924643e-01 2.467416014473260144e-02
2.762787027709570631e-01 -8.442319051099924643e-01 2.467416014473260144e-02
2.730202854611155638e-01 -8.341674046895094508e-01 2.467416014473260144e-02
2.697618681512728434e-01 -8.241029042690279915e-01 2.467416014473260144e-02
2.665034508414313441e-01 -8.140384038485449780e-01 2.467416014473260144e-02
2.632450335315898449e-01 -8.140384038485449780e-01 2.467416014473260144e-02
2.616158248766679018e-01 -8.102614633187575910e-01 2.467416014473260144e-02
2.599866162217471244e-01 -8.064845227889718693e-01 2.467416014473260144e-02
2.534697816020629602e-01 -7.989526647062464848e-01 2.467416014473260144e-02
2.502113642922214054e-01 -7.989526647062464848e-01 2.467416014473260144e-02
