,Epoch,Temperature,Humidity,Light,Voltage
0,2.0,19.7532,35.853,478.4,2.65143
1,3.0,19.703111111111113,35.95811111111111,477.1733333333333,2.6514299999999995
2,4.0,19.653022222222226,36.06322222222222,475.9466666666666,2.6514299999999995
3,5.0,19.60293333333334,36.16833333333334,474.7199999999999,2.6514299999999995
4,6.0,19.552844444444453,36.27344444444444,473.4933333333332,2.6514299999999995
5,7.0,19.502755555555563,36.37855555555556,472.26666666666654,2.651429999999999
6,8.0,19.452666666666673,36.48366666666667,471.0399999999999,2.6514299999999986
7,9.0,19.402577777777783,36.588777777777786,469.8133333333332,2.651429999999999
8,10.0,19.352488888888892,36.69388888888889,468.58666666666653,2.6514299999999995
9,11.0,19.302400000000002,36.799,467.35999999999984,2.6514299999999995
10,12.0,19.252311111111112,36.90411111111111,466.1333333333332,2.6514299999999995
11,13.0,19.202222222222222,37.00922222222223,464.9066666666666,2.65143
12,14.0,19.15213333333333,37.114333333333335,463.67999999999995,2.6514300000000004
13,15.0,19.10204444444444,37.21944444444444,462.4533333333333,2.6514300000000004
14,16.0,19.051955555555555,37.324555555555555,461.22666666666663,2.6514300000000004
15,17.0,19.00186666666667,37.42966666666667,459.99999999999994,2.6514300000000004
16,18.0,18.951777777777778,37.53477777777778,458.7733333333333,2.65143
17,19.0,18.90168888888889,37.63988888888889,457.5466666666666,2.65143
18,20.0,18.8516,37.745,456.32,2.65143
19,21.0,18.8712,37.745,456.32,2.65143
20,22.0,18.8516,37.7107,456.32,2.65143
21,23.0,18.854866666666666,37.7107,456.32,2.65143
22,24.0,18.858133333333335,37.7107,456.32,2.65143
23,25.0,18.8614,37.7107,456.32,2.65143
24,26.0,18.832,37.7107,456.32,2.65143
25,27.0,18.832,37.719275,456.32,2.65143
26,28.0,18.832,37.72785,456.32,2.65143
27,29.0,18.832,37.736425,456.32,2.65143
28,30.0,18.832,37.745,456.32,2.65143
29,31.0,18.8222,37.745,456.32,2.65143
30,32.0,18.8271,37.745,456.32,2.65143
31,33.0,18.832,37.745,456.32,2.65143
32,34.0,18.832,37.7107,456.32,2.65143
33,35.0,18.832,37.7107,456.32,2.65143
34,36.0,18.818933333333334,37.79056666666667,456.32,2.65143
35,37.0,18.805866666666667,37.87043333333334,456.32,2.65143
36,38.0,18.7928,37.9503,456.32,2.65143
37,39.0,18.776466666666668,37.9389,456.32,2.65143
38,40.0,18.760133333333336,37.927499999999995,456.32,2.65143
39,41.0,18.7438,37.9161,456.32,2.65143
40,42.0,18.7732,37.9503,456.32,2.65143
41,43.0,18.776466666666668,37.9161,456.32,2.65143
42,44.0,18.779733333333333,37.8819,456.32,2.65143
43,45.0,18.783,37.8477,456.32,2.65143
44,46.0,18.7928,37.7792,456.32,2.65143
45,47.0,18.7928,37.7792,456.32,2.65143
46,48.0,18.7928,37.7792,456.32,2.65143
47,49.0,18.7732,37.8134,456.32,2.65143
48,50.0,18.7536,37.9845,441.6,2.65143
49,51.0,18.734,38.0529,456.32,2.63964
50,52.0,18.734,38.018699999999995,456.32,2.6455349999999997
51,53.0,18.734,37.9845,456.32,2.65143
52,54.0,18.734,37.9503,456.32,2.65143
53,55.0,18.734,37.9161,456.32,2.65143
54,56.0,18.734,37.8933,456.32,2.65143
55,57.0,18.734,37.87050000000001,456.32,2.65143
56,58.0,18.734,37.8477,456.32,2.65143
57,59.0,18.7438,37.8477,456.32,2.65143
58,60.0,18.7536,37.8477,456.32,2.65143
59,61.0,18.7438,37.7792,456.32,2.65143
60,62.0,18.74576,37.7792,456.32,2.65143
61,63.0,18.74772,37.7792,456.32,2.65143
62,64.0,18.74968,37.7792,456.32,2.65143
63,65.0,18.751640000000002,37.7792,456.32,2.65143
64,66.0,18.7536,37.7792,456.32,2.65143
65,67.0,18.7536,37.7792,441.6,2.65143
66,68.0,18.7487,37.7792,441.6,2.65143
67,69.0,18.7438,37.7792,441.6,2.65143
68,70.0,18.7438,37.7792,441.6,2.65143
69,71.0,18.7438,37.7792,441.6,2.65143
70,72.0,18.7438,37.7792,441.6000000000001,2.65143
71,73.0,18.7438,37.7792,441.6,2.65143
72,74.0,18.7438,37.7792,441.6,2.65143
73,75.0,18.7389,37.7792,441.6,2.65143
74,76.0,18.734,37.7792,441.6,2.65143
75,77.0,18.735633333333336,37.7792,441.59999999999997,2.65143
76,78.0,18.73726666666667,37.7792,441.6,2.65143
77,79.0,18.7389,37.7792,441.6,2.65143
78,80.0,18.740533333333335,37.7792,441.6000000000001,2.65143
79,81.0,18.74216666666667,37.7792,441.6,2.65143
80,82.0,18.7438,37.7792,441.6,2.65143
81,83.0,18.7144,37.7792,441.6,2.65143
82,84.0,18.7193,37.81345,441.6,2.65143
83,85.0,18.7242,37.8477,441.6,2.65143
84,86.0,18.72093333333333,37.8477,441.59999999999997,2.65143
85,87.0,18.717666666666666,37.8477,441.6,2.65143
86,88.0,18.714399999999998,37.8477,441.6,2.65143
87,89.0,18.711133333333333,37.8477,441.6000000000001,2.65143
88,90.0,18.707866666666668,37.8477,441.6,2.65143
89,91.0,18.7046,37.8477,441.6,2.65143
90,92.0,18.70215,37.8477,441.6,2.65143
91,93.0,18.6997,37.8477,441.6000000000001,2.65143
92,94.0,18.69725,37.8477,441.6,2.65143
93,95.0,18.6948,37.8477,441.6,2.65143
94,96.0,18.6948,37.8648,441.6,2.65143
95,97.0,18.6948,37.8819,441.6,2.65143
96,98.0,18.685,37.8819,441.6,2.65143
97,99.0,18.68255,37.89045,441.6,2.65143
98,100.0,18.6801,37.899,441.6000000000001,2.65143
99,101.0,18.67765,37.90755,441.6,2.65143
100,102.0,18.6752,37.9161,441.6,2.65143
101,103.0,18.6948,37.8819,441.6,2.65143
102,104.0,18.685000000000002,37.899,441.6,2.65143
103,105.0,18.6752,37.9161,441.6,2.65143
104,106.0,18.6752,37.9161,441.6,2.65143
105,107.0,18.6752,37.9161,441.6000000000001,2.65143
106,108.0,18.6752,37.9161,441.6,2.65143
107,109.0,18.6752,37.9161,441.6,2.65143
108,110.0,18.685,37.9161,441.6,2.65143
109,111.0,18.68255,37.9161,441.6,2.65143
110,112.0,18.6801,37.9161,441.6000000000001,2.65143
111,113.0,18.67765,37.9161,441.6,2.65143
112,114.0,18.6752,37.9161,441.6,2.65143
113,115.0,18.665399999999998,37.9332,441.6,2.65143
114,116.0,18.6556,37.9503,441.6,2.65143
115,117.0,18.6556,37.9161,441.6,2.65143
116,118.0,18.6654,37.9503,441.6,2.65143
117,119.0,18.6654,37.9332,441.6,2.65143
118,120.0,18.6654,37.9161,441.6,2.65143
119,121.0,18.6654,37.9503,441.6,2.65143
120,122.0,18.656825,37.963125000000005,441.6,2.65143
121,123.0,18.64825,37.975950000000005,441.6,2.6514300000000004
122,124.0,18.639675,37.988775000000004,441.59999999999997,2.6514300000000004
123,125.0,18.6311,38.0016,441.6,2.6514300000000004
124,126.0,18.622525,38.014425,441.6,2.6514300000000004
125,127.0,18.61395,38.02725,441.6000000000001,2.65143
126,128.0,18.605375000000002,38.040075,441.6,2.65143
127,129.0,18.5968,38.0529,441.6,2.65143
128,130.0,18.5968,38.0529,441.6,2.657375
129,131.0,18.5968,38.0529,441.6,2.66332
130,132.0,18.59484,38.0529,441.6,2.660942
131,133.0,18.59288,38.0529,441.6,2.6585639999999997
132,134.0,18.59092,38.0529,441.6000000000001,2.656186
133,135.0,18.58896,38.0529,441.6,2.6538079999999997
134,136.0,18.587,38.0529,441.6,2.65143
135,137.0,18.5968,38.0871,441.6,2.65143
136,138.0,18.59026666666667,38.0985,441.6000000000001,2.65143
137,139.0,18.583733333333335,38.109899999999996,441.6,2.65143
138,140.0,18.5772,38.1213,441.6,2.65143
139,141.0,18.5576,38.1213,441.6,2.65143
140,142.0,18.557600000000004,38.109899999999996,441.59999999999997,2.6534116666666665
141,143.0,18.5576,38.098499999999994,441.6,2.6553933333333335
142,144.0,18.5576,38.08709999999999,441.6,2.657375
143,145.0,18.5576,38.07569999999999,441.6000000000001,2.659356666666667
144,146.0,18.5576,38.064299999999996,441.6,2.6613383333333336
145,147.0,18.5576,38.0529,441.6,2.66332
146,148.0,18.5576,38.0871,441.6,2.65143
147,149.0,18.554333333333332,38.0985,441.6000000000001,2.655393333333333
148,150.0,18.551066666666664,38.109899999999996,441.6,2.6593566666666666
149,151.0,18.5478,38.1213,441.6,2.66332
150,152.0,18.538,38.1213,441.6,2.65143
151,153.0,18.531466666666667,38.1213,441.6000000000001,2.655393333333333
152,154.0,18.524933333333333,38.1213,441.6,2.6593566666666666
153,155.0,18.5184,38.1213,441.6,2.66332
154,156.0,18.5184,38.1213,441.6,2.65143
155,157.0,18.5135,38.1213,441.6,2.65143
156,158.0,18.5086,38.1213,441.6000000000001,2.65143
157,159.0,18.503700000000002,38.1213,441.6,2.65143
158,160.0,18.4988,38.1213,441.6,2.65143
159,161.0,18.50125,38.129850000000005,441.6,2.65143
160,162.0,18.5037,38.138400000000004,441.6000000000001,2.65143
161,163.0,18.506149999999998,38.146950000000004,441.6,2.65143
162,164.0,18.5086,38.1555,441.6,2.65143
163,165.0,18.498800000000003,38.1555,441.6,2.65143
164,166.0,18.489,38.1555,441.6,2.65143
165,167.0,18.489,38.138400000000004,441.6,2.65143
166,168.0,18.489,38.1213,441.6,2.65143
167,169.0,18.4792,38.1213,441.6,2.65143
168,170.0,18.4792,38.1213,441.6,2.65143
169,171.0,18.4792,38.1213,441.6000000000001,2.65143
170,172.0,18.4792,38.1213,441.6,2.65143
171,173.0,18.4792,38.1213,441.6,2.65143
172,174.0,18.47185,38.129850000000005,441.6,2.65143
173,175.0,18.4645,38.138400000000004,441.6000000000001,2.65143
174,176.0,18.45715,38.146950000000004,441.6,2.65143
175,177.0,18.4498,38.1555,441.6,2.65143
176,178.0,18.4498,38.1897,441.6,2.65143
177,179.0,18.447000000000003,38.1897,441.6,2.6514300000000004
178,180.0,18.444200000000002,38.18970000000001,441.59999999999997,2.6514300000000004
179,181.0,18.4414,38.1897,441.6,2.6514300000000004
180,182.0,18.4386,38.1897,441.6,2.6514300000000004
181,183.0,18.4358,38.1897,441.6000000000001,2.65143
182,184.0,18.433,38.1897,441.6,2.65143
183,185.0,18.4302,38.1897,441.6,2.65143
184,186.0,18.44,38.1897,441.6,2.65143
185,187.0,18.4204,38.1897,441.6,2.65143
186,188.0,18.41795,38.1897,441.6,2.65143
187,189.0,18.415499999999998,38.1897,441.6000000000001,2.65143
188,190.0,18.41305,38.1897,441.6,2.65143
189,191.0,18.4106,38.1897,441.6,2.65143
190,192.0,18.4204,38.1897,441.6,2.65143
191,193.0,18.41305,38.1897,441.6,2.65143
192,194.0,18.4057,38.1897,441.6000000000001,2.65143
193,195.0,18.39835,38.1897,441.6,2.65143
194,196.0,18.391,38.1897,441.6,2.65143
195,197.0,18.3812,38.2239,441.6,2.66332
196,198.0,18.3812,38.2239,441.6,2.65143
197,199.0,18.3714,38.258,441.6,2.65143
198,200.0,18.3714,38.249475000000004,441.6,2.65143
199,201.0,18.3714,38.240950000000005,441.6000000000001,2.65143
200,202.0,18.3714,38.232425000000006,441.6,2.65143
201,203.0,18.3714,38.2239,441.6,2.65143
202,204.0,18.3812,38.258,441.6,2.65143
203,205.0,18.3812,38.2239,441.6,2.65143
204,206.0,18.3616,38.2239,441.6,2.65143
205,207.0,18.3616,38.2239,441.6,2.65143
206,208.0,18.351799999999997,38.24095,441.6,2.65143
207,209.0,18.342,38.258,441.6,2.65143
208,210.0,18.3518,38.258,441.6,2.65143
209,211.0,18.346355555555554,38.26558888888889,441.6,2.65143
210,212.0,18.340911111111108,38.27317777777778,441.6,2.65143
211,213.0,18.33546666666666,38.28076666666667,441.6,2.6514300000000004
212,214.0,18.33002222222222,38.28835555555556,441.59999999999997,2.6514300000000004
213,215.0,18.324577777777776,38.29594444444445,441.6,2.6514300000000004
214,216.0,18.319133333333333,38.30353333333334,441.6,2.6514300000000004
215,217.0,18.31368888888889,38.31112222222223,441.6000000000001,2.65143
216,218.0,18.308244444444448,38.318711111111114,441.6,2.65143
217,219.0,18.3028,38.3263,441.6,2.65143
218,220.0,18.3126,38.3263,441.6,2.65143
219,221.0,18.3224,38.3263,441.6,2.65143
220,222.0,18.302799999999998,38.3263,441.6,2.65143
221,223.0,18.2832,38.3263,441.6,2.65143
222,224.0,18.276666666666667,38.337700000000005,441.6000000000001,2.65143
223,225.0,18.270133333333334,38.34910000000001,441.6,2.65143
224,226.0,18.2636,38.3605,441.6,2.65143
225,227.0,18.2636,38.37755,441.6,2.65143
226,228.0,18.2636,38.3946,441.6,2.65143
227,229.0,18.2636,38.3946,441.6,2.65143
228,230.0,18.2636,38.3946,441.6,2.65143
229,231.0,18.2538,38.411649999999995,441.6,2.65143
230,232.0,18.244,38.4287,441.6,2.65143
231,233.0,18.250533333333333,38.41733333333333,441.6000000000001,2.65143
232,234.0,18.257066666666667,38.405966666666664,441.6,2.65143
233,235.0,18.2636,38.3946,441.6,2.65143
234,236.0,18.2636,38.3946,441.6,2.65143
235,237.0,18.2636,38.3946,441.6,2.65143
236,238.0,18.2636,38.3946,441.6000000000001,2.65143
237,239.0,18.2636,38.3946,441.6,2.65143
238,240.0,18.2636,38.3946,441.6,2.65143
239,241.0,18.2538,38.3946,441.6,2.65143
240,242.0,18.2538,38.3946,441.6,2.65143
241,243.0,18.2538,38.3946,441.6000000000001,2.65143
242,244.0,18.2538,38.3946,441.6,2.65143
243,245.0,18.2538,38.3946,441.6,2.65143
244,246.0,18.2538,38.3605,441.6,2.65143
245,247.0,18.2489,38.37755,441.6,2.65143
246,248.0,18.244,38.3946,441.6,2.65143
247,249.0,18.2489,38.3946,441.6,2.65143
248,250.0,18.2538,38.3946,441.6,2.65143
249,251.0,18.2342,38.4287,441.6,2.65143
250,252.0,18.23665,38.420175,441.6,2.65143
251,253.0,18.2391,38.41165,441.6000000000001,2.65143
252,254.0,18.24155,38.403125,441.6,2.65143
253,255.0,18.244,38.3946,441.6,2.65143
254,256.0,18.244,38.4287,441.6,2.65143
255,257.0,18.2342,38.4287,441.6,2.65143
256,258.0,18.23038888888889,38.436283333333336,441.6000000000001,2.6514299999999995
257,259.0,18.226577777777777,38.44386666666667,441.6000000000001,2.6514299999999995
258,260.0,18.222766666666665,38.45145000000001,441.6000000000001,2.6514299999999995
259,261.0,18.218955555555553,38.45903333333334,441.60000000000014,2.6514299999999995
260,262.0,18.215144444444444,38.46661666666667,441.6000000000002,2.651429999999999
261,263.0,18.211333333333332,38.4742,441.60000000000025,2.6514299999999986
262,264.0,18.20752222222222,38.48178333333333,441.6000000000003,2.651429999999999
263,265.0,18.20371111111111,38.48936666666667,441.6000000000003,2.6514299999999995
264,266.0,18.199900000000003,38.496950000000005,441.60000000000025,2.6514299999999995
265,267.0,18.196088888888895,38.50453333333334,441.6000000000002,2.6514299999999995
266,268.0,18.192277777777782,38.51211666666667,441.60000000000014,2.65143
