19.4298,38.9401,2.68742
19.42,39.0763,2.67532
19.4298,39.1443,2.68742
19.42,39.2123,2.68742
19.42,39.2803,2.68742
19.4102,39.1443,2.68742
19.42,39.1443,2.68742
19.4004,39.3483,2.68742
19.4004,39.3483,2.68742
19.3955,39.2973,2.68742
19.3906,39.2463,2.68742
19.4004,39.2463,2.68742
19.3808,39.1443,2.68742
19.3906,39.2123,2.68742
19.3808,39.1443,2.68742
19.3906,39.1443,2.68742
19.3759,39.1103,2.68742
19.3612,39.0763,2.68742
19.3612,39.0422,2.68742
19.3563,39.0252,2.68742
19.3514,39.0082,2.68742
19.3514,39.0082,2.68742
19.3612,38.9401,2.68742
19.3612,38.8379,2.68742
19.3416,38.7698,2.69964
19.322,38.8039,2.67532
19.3318,38.8379,2.67532
19.322,38.8039,2.67532
19.322,38.7698,2.68742
19.3318,38.7016,2.67532
19.322,38.7357,2.68742
19.322,38.71865,2.68742
19.322,38.7016,2.68742
19.322,38.6675,2.68742
19.3122,38.7357,2.68742
19.2926,38.7016,2.68742
19.2926,38.7357,2.68742
19.2926,38.7698,2.68742
19.2877,38.8209,2.69353
19.2828,38.872,2.69964
19.2828,38.9401,2.69353
19.2828,39.0082,2.68742
19.2828,39.059225,2.68742
19.2828,39.11025,2.68742
19.2828,39.161275,2.68742
19.2828,39.2123,2.68742
19.273,39.1783,2.67532
19.2632,39.2463,2.68742
19.273,39.3822,2.68742
19.2828,39.5181,2.68742
19.2632,39.2803,2.68742
19.2583,39.2803,2.68742
19.2534,39.2803,2.68742
19.2534,39.2123,2.68742
19.2436,39.2803,2.68742
19.2436,39.2123,2.68742
19.2436,39.2123,2.67532
19.2338,39.1443,2.68742
19.2436,39.0763,2.67532
19.224,39.0763,2.67532
19.224,39.0763,2.68742
19.2044,39.0082,2.67532
19.2142,39.0082,2.68742
19.2044,39.0082,2.68742
19.1946,38.97415,2.68742
19.1848,38.9401,2.68742
19.1946,38.9061,2.68742
19.2044,38.872,2.68742
19.1995,38.83795,2.68742
19.1946,38.8039,2.68742
19.1848,38.8039,2.67532
19.1946,38.872,2.68742
19.1848,38.8039,2.68742
19.1848,38.7698,2.68742
19.175,38.7698,2.68742
19.1848,38.7698,2.68742
19.175,38.7698,2.68742
19.1652,38.80385,2.68742
19.1554,38.8379,2.68742
19.1554,38.872,2.68742
19.1456,38.9401,2.68742
19.1407,38.97415,2.68742
19.1358,39.0082,2.68742
19.1358,39.2123,2.67532
19.1456,39.2123,2.69964
19.1554,39.2803,2.67532
19.1554,39.4162,2.68742
19.1456,39.4842,2.68742
19.126,39.4162,2.69964
19.126,39.4502,2.68742
19.1358,39.4162,2.68742
19.1407,39.4162,2.68742
19.1456,39.4162,2.68742
19.1456,39.38225,2.68742
19.1456,39.3483,2.68742
19.1505,39.3313,2.68742
19.1554,39.3143,2.68742
19.1456,39.2123,2.68742
19.1456,39.1443,2.68742
19.1505,39.1103,2.68742
19.1554,39.0763,2.68742
19.1505,39.05925,2.68742
19.1456,39.0422,2.68742
19.1407,39.016675,2.68742
19.1358,38.99115,2.68742
19.1309,38.965625,2.68742
19.126,38.9401,2.68742
19.126,38.9401,2.68137
19.126,38.9401,2.67532
19.1162,38.872,2.68742
19.126,38.872,2.68742
19.1064,38.872,2.68742
19.1064,38.8039,2.68742
19.1064,38.8379,2.68742
19.1064,38.8039,2.68742
19.1064,38.7357,2.68742
19.0966,38.7357,2.68742
19.0868,38.8039,2.68742
19.0868,38.83795,2.68742
19.0868,38.872,2.68742
19.0672,38.9061,2.67532
19.0672,38.9742,2.68742
19.077,38.9742,2.67532
19.077,39.1443,2.67532
19.0672,39.1443,2.68742
19.0868,39.2803,2.68742
19.0819,39.3143,2.68742
19.077,39.3483,2.68742
19.0868,39.3483,2.68742
19.077,39.3823,2.68742
19.077,39.2803,2.68742
19.0868,39.4162,2.68742
19.077,39.2803,2.68742
19.077,39.3143,2.68742
19.0672,39.2803,2.68742
19.077,39.2803,2.67532
19.0574,39.2123,2.68742
19.0574,39.2123,2.68742
19.0476,39.2123,2.67532
19.0672,39.1443,2.68742
19.0672,39.1103,2.68742
19.0672,39.0422,2.68742
19.0672,39.0422,2.67532
19.0672,39.0082,2.68742
19.0476,39.0082,2.68742
19.0574,38.9742,2.68742
19.05005,38.94865,2.68742
19.0427,38.9231,2.68742
19.03535,38.89755,2.68742
19.028,38.872,2.68742
19.0182,38.8379,2.68742
19.0182,38.8039,2.68742
19.0084,38.8039,2.67532
