2.067874710428150919e+01,4.029647282358137517e+01,6.390650919799784724e+00,0.000000000000000000e+00
1.944106593012509876e+01,3.876036395134652679e+01,4.603649978992239156e+00,0.000000000000000000e+00
1.927444367838071315e+01,3.971967835513547840e+01,5.289530098203742980e+00,0.000000000000000000e+00
2.156012136971303761e+01,3.910466740480033110e+01,5.224342821747735677e+00,0.000000000000000000e+00
1.892866664063227589e+01,4.001286543957743191e+01,5.557009589372936098e+00,0.000000000000000000e+00
1.854571739786901219e+01,3.851137970013012790e+01,6.377139256375881082e+00,0.000000000000000000e+00
2.124993944445491678e+01,3.975261278781111685e+01,6.322779164974420496e+00,0.000000000000000000e+00
1.953823162103471489e+01,4.068555822050721105e+01,5.398599162242816440e+00,0.000000000000000000e+00
2.018099190191230008e+01,3.970714335497964953e+01,4.010156206160617742e+00,0.000000000000000000e+00
1.998960658520937983e+01,4.115704854145337066e+01,6.152217917897065291e+00,0.000000000000000000e+00
1.732650999211070797e+01,3.976802287974655314e+01,4.118005651372644849e+00,0.000000000000000000e+00
1.848042681073593840e+01,4.092998558725057734e+01,3.217705827831796483e+00,0.000000000000000000e+00
2.082632390014049761e+01,3.977019053849920738e+01,4.851139670315101071e+00,0.000000000000000000e+00
1.930508061069814119e+01,3.988588417129835761e+01,6.090721151955975188e+00,0.000000000000000000e+00
2.011094522089558723e+01,4.033072914606417925e+01,5.400515314137154910e+00,0.000000000000000000e+00
1.985768529264905169e+01,4.103738879660285477e+01,4.726946562086811632e+00,0.000000000000000000e+00
1.958087926133103451e+01,4.094083193347007210e+01,6.745377296538731748e+00,0.000000000000000000e+00
2.106284234958319246e+01,3.850117419601026114e+01,6.566633534403178984e+00,0.000000000000000000e+00
2.005286640983675639e+01,4.101530642171312735e+01,4.671261192782176330e+00,0.000000000000000000e+00
2.037926400973647389e+01,4.095035889016462960e+01,4.276578985212967865e+00,0.000000000000000000e+00
2.009930090784871837e+01,3.912958130492256714e+01,6.629289580597204967e+00,0.000000000000000000e+00
2.030597114582743501e+01,3.981815800640980996e+01,5.778307478917711570e+00,0.000000000000000000e+00
1.983999932452600490e+01,3.991298386316233859e+01,3.680786388035417467e+00,0.000000000000000000e+00
1.971174995465825575e+01,3.855419071426665312e+01,5.055403857074305840e+00,0.000000000000000000e+00
2.286406015574958417e+01,4.071465358258435430e+01,5.237842288192587681e+00,0.000000000000000000e+00
2.053621396181101488e+01,3.842072916842875685e+01,3.661406376687879494e+00,0.000000000000000000e+00
1.985843107414672559e+01,3.917049318086680643e+01,5.430321287831368693e+00,0.000000000000000000e+00
1.929503089730435050e+01,4.161068048377718043e+01,5.000683484503608334e+00,0.000000000000000000e+00
