2018/6/1,15:39:01,1527838741,129,72.615,28.33,1243
2018/6/1,15:49:01,1527839341,129,72.335,28.19,1268
2018/6/1,15:59:01,1527839941,129,72.251,28.11,1266
2018/6/1,16:09:01,1527840541,129,71.97,28.04,1264
2018/6/1,16:19:01,1527841141,129,71.914,27.83,1264
2018/6/1,16:29:01,1527841741,129,71.689,27.78,1267
2018/6/1,16:39:01,1527842341,129,71.689,27.65,1255
2018/6/1,16:49:01,1527842941,129,71.181,27.6,1252
2018/6/1,16:59:01,1527843541,129,71.068,27.48,1245
2018/6/1,17:09:01,1527844141,129,71.266,27.33,1284
2018/6/1,17:19:06,1527844746,129,71.068,27.36,1339
2018/6/1,17:29:00,1527845340,129,71.181,27.36,1233
2018/6/1,17:39:00,1527845940,129,71.238,27.28,1259
2018/6/1,17:49:00,1527846540,129,71.322,27.18,1200
2018/6/1,17:59:00,1527847140,129,71.379,26.93,1244
2018/6/1,18:09:00,1527847740,129,71.463,26.9,1217
2018/6/1,18:19:00,1527848340,129,71.717,26.73,1040
2018/6/1,18:29:00,1527848940,129,71.914,26.47,520
2018/6/1,18:39:00,1527849540,129,72.167,26.2,426
2018/6/1,18:49:00,1527850140,129,72.419,25.92,323
2018/6/1,18:59:00,1527850740,129,72.559,25.76,160
2018/6/1,19:09:00,1527851340,129,72.699,25.57,35
2018/6/1,19:19:00,1527851940,129,72.95,25.28,15
2018/6/1,19:29:00,1527852540,129,73.117,25.11,5
2018/6/1,19:39:00,1527853140,129,73.089,25.07,4
2018/6/1,19:49:00,1527853740,129,73.089,24.96,4
2018/6/1,19:59:00,1527854340,129,73.062,24.82,4
2018/6/1,20:09:00,1527854940,129,73.229,24.62,3
2018/6/1,20:19:00,1527855540,129,73.34,24.45,4
2018/6/1,20:29:00,1527856140,129,73.479,24.28,1
2018/6/1,20:39:00,1527856740,129,73.618,24.16,5
2018/6/1,20:49:00,1527857340,129,73.646,24.05,9
2018/6/1,20:59:00,1527857940,129,73.701,23.96,5
2018/6/1,21:09:00,1527858540,129,73.757,23.86,0
2018/6/1,21:19:00,1527859140,129,73.84,23.77,4
2018/6/1,21:29:00,1527859740,129,73.84,23.68,5
2018/6/1,21:39:00,1527860340,129,73.895,23.6,0
2018/6/1,21:49:00,1527860940,129,73.978,23.5,4
2018/6/1,21:59:00,1527861540,129,74.034,23.44,4
2018/6/1,22:09:00,1527862140,129,74.145,23.31,5
2018/6/1,22:19:00,1527862740,129,74.172,23.23,0
2018/6/1,22:29:00,1527863340,129,74.255,23.16,3
2018/6/1,22:39:00,1527863940,129,74.366,22.98,5
2018/6/1,22:49:00,1527864540,129,74.504,22.85,10
2018/6/1,22:59:00,1527865140,129,74.669,22.65,4
2018/6/1,23:09:00,1527865740,129,74.779,22.54,4
2018/6/1,23:19:00,1527866340,129,74.862,22.44,4
2018/6/1,23:29:00,1527866940,129,74.889,22.35,8
2018/6/1,23:39:00,1527867540,129,74.972,22.19,4
2018/6/1,23:49:00,1527868140,129,75.109,21.96,4
2018/6/1,23:59:00,1527868740,129,75.274,21.85,7
2018/6/2,0:09:00,1527869340,129,75.301,21.82,12
2018/6/2,0:19:00,1527869940,129,75.329,21.72,4
2018/6/2,0:29:00,1527870540,129,75.438,21.58,4
2018/6/2,0:39:00,1527871140,129,75.493,21.42,4
2018/6/2,0:49:00,1527871740,129,75.739,21.22,4
2018/6/2,0:59:00,1527872340,129,75.849,21.22,2
2018/6/2,1:09:00,1527872940,129,75.685,21.34,5
2018/6/2,1:19:00,1527873540,129,75.657,21.34,9
2018/6/2,1:29:00,1527874140,129,75.685,21.29,4
2018/6/2,1:38:59,1527874739,129,75.903,21.11,4
2018/6/2,1:48:59,1527875339,129,75.849,21.14,5
2018/6/2,1:58:59,1527875939,129,75.849,21.15,10
2018/6/2,2:08:59,1527876539,129,75.903,21.1,5
2018/6/2,2:18:59,1527877139,129,75.958,21.04,1
2018/6/2,2:28:59,1527877739,129,76.04,20.93,3
2018/6/2,2:38:59,1527878339,129,76.203,20.79,6
2018/6/2,2:48:59,1527878939,129,76.339,20.66,4
2018/6/2,2:58:59,1527879539,129,76.53,20.56,3
2018/6/2,3:08:59,1527880139,129,76.665,20.44,5
2018/6/2,3:18:59,1527880739,129,76.584,20.56,4
2018/6/2,3:28:59,1527881339,129,76.503,20.62,4
2018/6/2,3:38:59,1527881939,129,76.503,20.62,4
2018/6/2,3:48:59,1527882539,129,76.557,20.56,0
2018/6/2,3:58:59,1527883139,129,76.584,20.44,4
2018/6/2,4:08:59,1527883739,129,76.801,20.31,4
2018/6/2,4:18:59,1527884339,129,76.937,20.22,14
2018/6/2,4:28:59,1527884939,129,77.099,20.18,3
2018/6/2,4:38:59,1527885539,129,77.153,20.12,0
2018/6/2,4:48:59,1527886139,129,77.126,20.18,6
2018/6/2,4:58:59,1527886739,129,77.153,20.16,15
2018/6/2,5:08:59,1527887339,129,77.126,20.18,48
2018/6/2,5:18:59,1527887939,129,77.126,20.18,170
2018/6/2,5:28:59,1527888539,129,77.18,20.12,324
2018/6/2,5:38:59,1527889139,129,77.261,20.12,633
2018/6/2,5:48:59,1527889739,129,77.261,20.16,812
2018/6/2,5:58:59,1527890339,129,77.207,20.23,667
2018/6/2,6:08:59,1527890939,129,77.18,20.27,789
2018/6/2,6:18:59,1527891539,129,77.153,20.35,931
2018/6/2,6:28:58,1527892138,129,77.153,20.42,1157
2018/6/2,6:38:58,1527892738,129,77.072,20.53,1192
2018/6/2,6:48:58,1527893338,129,76.937,20.75,1240
2018/6/2,6:58:58,1527893938,129,76.801,20.98,1251
2018/6/2,7:08:58,1527894538,129,76.638,21.15,1257
2018/6/2,7:18:58,1527895138,129,76.774,21.18,1251
2018/6/2,7:28:58,1527895738,129,76.693,21.24,1247
2018/6/2,7:38:59,1527896339,129,76.855,21.25,1306
2018/6/2,7:48:59,1527896939,129,76.367,21.68,1308
2018/6/2,7:58:59,1527897539,129,76.503,21.56,1266
2018/6/2,8:08:59,1527898139,129,76.584,21.64,1283
2018/6/2,8:18:59,1527898739,129,76.339,21.89,1257
2018/6/2,8:28:59,1527899339,129,76.339,21.95,1297
2018/6/2,8:38:59,1527899939,129,76.121,22.17,1310
2018/6/2,8:48:59,1527900539,129,75.849,22.41,1326
2018/6/2,8:58:59,1527901139,129,75.712,22.76,1316
2018/6/2,9:08:59,1527901739,129,75.548,22.86,1306
2018/6/2,9:18:59,1527902339,129,75.109,23.35,1335
2018/6/2,9:28:59,1527902939,129,74.476,23.76,1332
2018/6/2,9:38:59,1527903539,129,74.2,24.03,1322
2018/6/2,9:48:59,1527904139,129,74.338,24.09,1320
2018/6/2,9:58:59,1527904739,129,74.227,24.12,1347
2018/6/2,10:08:59,1527905339,129,72.727,25.07,1327
2018/6/2,10:18:59,1527905939,129,72.978,24.91,1338
2018/6/2,10:28:59,1527906539,129,73.312,24.85,1314
2018/6/2,10:38:59,1527907139,129,72.81,25.05,1341
2018/6/2,10:48:59,1527907739,129,71.801,25.3,1339
2018/6/2,10:58:59,1527908339,129,71.604,25.7,1332
2018/6/2,11:08:59,1527908939,129,71.773,25.71,1340
