76.23,29.16,4
76.23,29.18,4
76.312,29.16,0
76.312,29.14,4
76.339,29.16,6
76.394,29.1,0
76.475,29.12,3
76.503,29.1,3
76.584,29.1,0
76.638,29.07,4
76.693,29.07,1
76.747,29.11,5
76.774,29.09,3
76.855,29.09,3
76.828,29.01,5
76.964,28.9,4
77.072,28.85,4
77.045,28.86,4
77.018,28.9,3
77.045,28.87,4
77.126,28.81,4
77.18,28.76,0
77.234,28.74,4
77.315,28.7,4
77.396,28.63,3
77.477,28.59,4
77.477,28.54,4
77.558,28.54,4
77.504,28.6,6
77.531,28.7,5
77.504,28.83,20
77.477,28.86,70
77.477,28.8,170
77.45,28.97,303
77.396,28.98,367
77.423,28.99,510
77.531,29.1,786
77.477,29.16,1016
77.423,29.24,1112
77.342,29.4,1152
77.234,29.55,1176
77.018,29.79,1197
76.638,30.14,1221
76.448,30.41,1245
75.384,31.21,1242
74.448,31.7,1238
74.697,31.8,1248
74.889,31.79,1246
75.794,31.36,1226
75.931,31.3,1229
70.927,34.2,1328
67.548,36.51,1319
66.822,37.38,1296
66.997,37.5,1260
67.664,37.56,1219
66.88,38.2,1202
67.316,38.16,1215
68.529,37.37,1218
72.026,35.23,1263
72.307,35.08,1239
71.773,35.28,1237
71.576,35.17,1246
71.801,35.01,1243
71.83,35.34,1249
70.898,36.05,1236
70.643,36.23,1260
71.012,36.06,1246
71.407,35.83,1233
71.52,35.86,1242
71.181,36.03,1244
71.153,36.31,1225
70.558,36.71,1237
70.502,36.76,1230
70.587,36.73,1231
70.672,36.75,1235
70.502,37.05,1221
70.502,37.1,1233
70.217,37.33,1229
69.904,37.59,1227
69.99,37.56,1233
69.847,37.85,1219
69.476,38.28,1222
69.075,38.51,1227
69.104,39.08,1214
68.731,38.78,1221
68.414,38.66,1226
68.414,38.76,1221
68.068,39.01,1187
68.587,39.13,1218
68.731,39.12,1234
67.982,39.23,1233
68.299,38.73,1217
68.068,38.16,1210
68.328,37.78,1209
68.587,37.75,1226
68.27,38,1212
68.241,38.12,1204
68.155,38.15,1205
68.27,38.06,1200
68.587,37.73,1197
68.645,37.63,1182
68.874,37.51,1175
68.96,37.44,1166
69.362,36.98,1154
69.419,36.94,1158
69.333,36.77,1153
69.362,36.62,1150
69.533,36.5,1136
70.104,36.27,988
70.473,35.61,703
70.445,35.36,472
70.615,35.04,342
70.842,34.67,229
71.012,34.38,143
71.209,34.09,66
71.379,33.84,27
71.407,33.71,8
71.407,33.58,4
71.548,33.35,6
71.435,33.36,4
71.689,33.06,2
71.914,32.82,1
71.83,32.77,4
71.942,32.66,3
71.97,32.57,4
72.054,32.44,4
72.11,32.33,12
72.223,32.21,4
72.335,32.05,3
72.391,31.92,4
72.531,31.73,4
72.531,31.68,4
72.727,31.46,4
72.782,31.43,9
72.727,31.44,2
72.866,31.27,0
73.062,31.12,4
73.145,31,4
73.229,30.91,0
73.284,30.83,4
73.284,30.8,4
73.368,30.77,1
73.34,30.75,7
73.006,31.12,4
72.81,31.19,4
73.034,30.97,9
73.173,30.87,5
73.368,30.69,12
73.479,30.62,4
73.396,30.67,3
73.562,30.49,4
73.646,30.4,4
73.784,30.28,8
73.868,30.17,9
73.812,30.26,4
73.978,30.08,4
74.117,29.98,1
74.089,29.95,4
74.255,29.81,5
74.393,29.72,7
74.448,29.66,7
74.476,29.64,4
74.531,29.58,0
74.614,29.52,2
74.669,29.51,4
74.697,29.48,10
74.614,29.54,4
74.697,29.44,4
74.779,29.35,5
74.862,29.29,8
74.972,29.28,3
74.862,29.45,3
74.917,29.36,3
74.999,29.26,5
75.109,29.19,22
75.164,29.16,67
75.274,29.16,171
75.192,29.29,343
75.109,29.39,645
75.082,29.47,905
75.027,29.61,1033
74.917,29.76,1091
74.752,29.98,1123
74.476,30.28,1149
74.117,30.65,1165
73.784,31.05,1184
71.492,32.44,1196
71.52,32.9,1255
67.055,35.66,1256
66.151,36.7,1253
65.301,37.65,1234
66.56,37.4,1273
65.389,38.1,1278
65.272,38.57,1282
65.272,38.82,1284
64.742,39.48,1288
64.624,39.67,1277
65.066,39.61,1241
65.33,39.8,1216
64.83,40.27,1209
65.066,40.44,1216
66.268,39.72,1221
68.529,38.34,1240
69.333,38.04,1230
68.501,38.58,1230
67.808,38.92,1232
68.989,38.25,1233
69.59,37.84,1236
68.932,38.44,1225
68.097,38.83,1235
68.328,38.81,1223
69.847,37.45,1175
71.096,36.47,1174
71.351,36.05,1204
71.435,35.74,1186
71.633,35.41,1135
71.97,34.94,1108
72.307,34.5,1076
72.755,33.76,1059
73.117,33.44,1079
73.117,33.21,1089
73.089,33.05,1111
73.229,32.64,1120
73.201,32.57,1142
72.922,32.71,1154
72.782,32.67,1154
72.81,32.56,1160
72.643,32.64,1168
72.391,32.75,1179
72.251,32.87,1181
72.279,32.84,1147
72.475,32.72,1128
72.503,32.69,1133
72.503,32.64,1153
73.006,32.15,1165
73.396,31.79,1137
73.507,31.62,1118
73.34,31.72,1123
73.257,31.75,1124
73.201,31.74,1129
73.257,31.7,1131
73.201,31.7,1136
73.117,31.74,1139
73.117,31.67,1077
73.257,31.49,1052
73.507,31.24,928
73.868,30.94,1014
74.089,30.7,1021
74.366,30.48,1023
74.807,30.18,1059
75.027,30.05,1050
75.082,30.11,418
75.329,29.85,1005
75.384,29.62,904
75.466,29.37,617
75.685,29.1,444
75.903,28.82,292
76.121,28.62,121
76.394,28.4,30
76.557,28.27,17
76.475,28.28,5
76.339,28.26,4
76.339,28.12,1
76.367,28,9
76.421,27.87,2
76.448,27.78,4
76.448,27.74,5
76.475,27.71,0
76.448,27.73,4
76.23,27.9,8
76.258,27.81,4
76.094,28.1,0
75.849,28.24,3
75.931,28.19,10
76.04,28.18,5
76.121,28.1,4
76.23,28,5
76.312,27.98,4
76.367,27.94,4
76.394,27.97,0
76.421,27.92,1
76.503,27.84,2
76.638,27.79,11
76.584,27.82,4
76.638,27.78,4
76.665,27.72,4
76.747,27.65,10
76.774,27.62,0
76.747,27.65,5
76.774,27.6,5
76.882,27.5,7
76.91,27.45,0
76.91,27.45,0
76.964,27.44,10
76.964,27.41,0
77.099,27.27,4
77.126,27.29,4
77.072,27.34,2
77.018,27.36,6
77.099,27.25,3
77.207,27.16,1
77.315,27,2
77.477,26.93,4
77.558,26.8,7
77.693,26.71,12
77.72,26.69,3
77.72,26.79,3
77.612,27.06,4
77.288,27.38,6
77.18,27.45,9
77.234,27.41,4
77.261,27.36,4
77.315,27.35,0
77.342,27.38,3
77.369,27.44,3
77.396,27.39,3
77.45,27.35,3
77.477,27.3,0
77.531,27.24,21
77.585,27.2,273
77.585,27.25,468
77.531,27.28,860
77.45,27.36,1051
77.369,27.48,1052
77.342,27.57,1109
77.288,27.66,1142
77.18,27.79,1167
76.991,27.98,1191
76.774,28.2,1201
76.584,28.44,1225
75.329,29.22,1243
74.145,30.13,1271
71.012,31.84,1273
67.953,33.94,1301
66.676,35.08,1248
68.241,34.78,1296
65.653,36.6,1287
63.913,38.22,1300
63.943,38.68,1319
64.298,38.95,1309
64.091,39.54,1283
63.051,40.52,1223
64.269,40.1,1221
64.624,39.89,1225
